word,zipf
holds,0.0
holed,2.77
holes,0.0
holey,1.88
holks,0.0
holla,2.19
hollo,2.09
holly,3.71
holme,2.77
holms,0.0
holon,0.0
holos,0.0
holts,0.0
homas,0.0
homed,0.0
homer,4.0
homes,0.0
homey,2.54
homie,0.0
homme,3.17
homos,0.0
honan,2.65
honda,0.0
honds,0.0
honed,2.84
honer,1.58
hones,0.0
honey,4.27
hongi,0.0
hongs,0.0
honks,0.0
honky,2.27
honor,4.65
hooch,2.18
hoods,0.0
hoody,1.24
hooey,1.66
hoofs,3.12
hoogo,0.0
hooha,0.0
hooka,0.0
hooks,3.74
hooky,1.99
hooly,1.48
hoons,0.0
hoops,3.18
hoord,0.85
hoors,1.0
hoosh,1.17
hoots,0.0
hooty,0.0
hoove,1.07
hopak,0.0
hoped,4.56
hoper,1.54
hopes,0.0
hoppy,2.02
horah,0.91
horal,1.02
horas,0.0
horde,3.11
horis,0.0
horks,0.0
horme,0.0
horns,0.0
horny,3.13
horse,4.86
horst,3.07
horsy,1.5
hosed,1.98
hosel,0.0
hosen,1.79
hoser,0.0
hoses,0.0
hosey,0.0
hosta,1.87
hosts,0.0
hotch,1.95
hotel,4.76
hoten,0.85
hotis,0.0
hotly,3.15
hotte,1.51
hotty,0.67
houff,1.21
houfs,0.0
hough,3.25
hound,3.38
houri,1.78
hours,5.3
house,5.73
houts,0.0
hovea,0.79
hoved,0.0
hovel,2.7
hoven,2.07
hover,3.2
hoves,0.0
howay,0.0
howbe,0.0
howdy,2.42
howes,2.91
howff,0.0
howfs,0.0
howks,0.0
howls,0.0
howre,1.44
howso,0.79
howto,0.0
hoxed,0.0
hoxes,0.0
hoyas,0.0
hoyed,0.0
hoyle,2.86
hubba,0.0
hubby,2.22
hucks,0.0
hudna,0.0
hudud,1.58
huers,0.0
huffs,0.0
huffy,2.02
huger,2.35
huggy,0.0
huhus,0.0
huias,0.0
huies,0.0
hukou,0.0
hulas,0.0
hules,0.0
hulks,0.0
hulky,0.71
hullo,2.58
hulls,0.0
hully,1.29
human,5.5
humas,0.0
humfs,0.0
humic,3.02
humid,3.54
humor,4.07
humph,2.68
humps,0.0
humpy,1.79
humus,3.34
hunch,2.95
hundo,0.0
hunks,2.22
hunky,2.06
hunts,0.0
hurds,1.13
hurls,0.0
hurly,2.29
hurra,1.79
hurry,4.04
hurst,3.37
hurts,0.0
hurty,1.62
hushy,0.17
husks,0.0
husky,3.16
husos,0.0
hussy,2.32
hutch,2.75
hutia,1.0
huzza,2.03
huzzy,0.98
hwyls,0.0
hydel,2.18
hydra,3.0
hydro,3.78
hyena,2.67
hyens,0.0
hygge,0.0
hying,1.86
hykes,0.0
hylas,0.0
hyleg,0.0
hyles,0.0
hylic,1.09
hymen,2.75
hymns,0.0
hynde,0.0
hyoid,2.75
hyped,0.0
hyper,3.29
hypes,0.0
hypha,2.2
hyphy,0.0
hypos,0.0
hyrax,1.82
hyson,1.98
hythe,2.47
iambi,1.4
iambs,0.0
ibrik,0.0
icers,0.0
iched,0.0
iches,0.0
ichor,1.88
icier,1.21
icily,2.26
icing,3.3
icker,0.0
ickle,1.17
icons,0.0
ictal,2.18
ictic,0.7
ictus,2.07
idant,0.74
iddah,0.0
iddat,0.0
iddut,0.0
ideal,4.68
ideas,4.97
idees,0.0
ident,2.82
idiom,3.42
idiot,3.57
idled,2.42
idler,2.94
idles,0.0
idlis,0.0
idola,1.62
idols,0.0
idyll,2.72
idyls,0.0
iftar,0.0
igapo,0.0
igged,0.0
igloo,2.37
iglus,0.0
ignis,0.0
ihram,1.47
iiwis,0.0
ikans,0.0
ikats,0.0
ikons,0.0
ileac,0.83
ileal,2.62
ileum,3.05
ileus,2.66
iliac,3.31
iliad,3.32
ilial,1.09
ilium,2.92
iller,0.0
illth,0.93
image,4.96
imago,2.86
imagy,0.0
imams,0.0
imari,1.67
imaum,1.72
imbar,0.68
imbed,1.84
imbos,0.0
imbue,2.5
imide,2.23
imido,1.58
imids,0.0
imine,0.0
imino,0.0
imlis,0.0
immew,0.0
immit,0.77
immix,0.27
imped,1.58
impel,2.76
impis,0.0
imply,4.18
impot,1.5
impro,1.98
imshi,0.0
imshy,0.0
inane,2.62
inapt,2.05
inarm,1.05
inbox,2.45
inbye,1.28
incas,0.0
incel,0.0
incle,1.21
incog,1.64
incur,3.7
incus,2.32
incut,1.35
indew,0.73
index,5.02
india,5.13
indie,2.78
indol,2.24
indow,1.48
indri,1.39
indue,1.71
inept,2.96
inerm,0.22
inert,3.72
infer,3.83
infix,2.06
infos,0.0
infra,3.88
ingan,1.89
ingle,2.73
ingot,3.34
inion,2.32
inked,2.69
inker,1.68
inkle,1.73
inlay,2.85
inlet,4.09
inned,1.24
inner,4.75
innie,0.0
innit,1.68
inorb,0.0
input,4.71
inros,0.0
inrun,0.3
insee,1.89
inset,3.24
inspo,0.0
intel,0.0
inter,4.53
intil,1.76
intis,0.0
intra,3.9
intro,3.23
inula,1.8
inure,2.76
inurn,0.43
inust,2.09
invar,2.26
inver,0.0
inwit,1.01
iodic,2.02
iodid,0.0
iodin,2.45
ionic,3.84
ioras,0.0
iotas,0.0
ippon,0.95
irade,1.81
irate,2.81
irids,0.0
iring,0.0
irked,0.0
iroko,1.56
irone,1.16
irons,3.54
irony,3.81
isbas,0.0
ishes,0.0
isled,0.0
isles,0.0
islet,3.22
isnae,0.0
issei,0.0
issue,5.31
istle,1.57
itchy,2.65
items,0.0
ither,2.28
ivied,1.83
ivies,1.82
ivory,3.89
ixias,0.0
ixnay,0.0
ixora,1.53
ixtle,1.26
izard,2.52
izars,0.0
izzat,1.73
jaaps,0.0
jabot,1.55
jacal,1.53
jacet,0.0
jacks,3.33
jacky,2.45
jaded,2.83
jades,0.0
jafas,0.0
jaffa,2.87
jagas,0.0
jager,2.56
jaggs,0.0
jaggy,0.95
jagir,2.18
jagra,0.41
jails,0.0
jaker,0.0
jakes,2.38
jakey,0.0
jakie,1.47
jalap,2.23
jaleo,0.93
jalop,0.0
jambe,1.52
jambo,1.51
jambs,0.0
jambu,1.68
james,5.23
jammy,1.67
jamon,0.0
jamun,0.0
janes,0.0
janky,0.0
janns,0.0
janny,0.0
janty,0.71
japan,4.98
japed,0.0
japer,0.78
japes,0.0
jarks,0.0
jarls,0.0
jarps,0.0
jarta,0.0
jarul,0.0
jasey,0.67
jaspe,1.12
jasps,0.0
jatha,0.0
jatis,0.0
jatos,0.0
jauks,0.0
jaune,2.09
jaunt,2.52
jaups,0.0
javas,0.0
javel,1.35
jawan,1.55
jawed,2.48
jawns,0.0
jaxie,0.33
jazzy,2.27
jeans,0.0
jeats,0.0
jebel,2.63
jedis,0.0
jeels,0.0
jeely,0.0
jeeps,0.0
jeera,0.0
jeers,2.53
jeeze,1.11
jefes,0.0
jeffs,0.0
jehad,1.8
jehus,0.0
jelab,0.0
jello,2.06
jells,0.0
jelly,3.59
jembe,0.0
jemmy,2.49
jenny,3.77
jeons,0.0
jerid,1.04
jerks,0.0
jerky,2.88
jerry,3.97
jesse,3.87
jessy,0.0
jests,0.0
jesus,4.91
jetee,0.96
jetes,0.0
jeton,1.15
jetty,3.26
jeune,0.0
jewed,0.0
jewel,3.62
jewie,0.0
jhala,0.0
jheel,1.16
jhils,0.0
jiaos,0.0
jibba,0.0
jibbs,0.0
jibed,1.66
jiber,0.12
jibes,0.0
jiffs,0.0
jiffy,2.46
jiggy,0.0
jigot,0.0
jihad,3.12
jills,0.0
jilts,0.0
jimmy,3.91
jimpy,0.0
jingo,2.27
jings,0.0
jinks,2.43
jinne,0.0
jinni,1.69
jinns,0.0
jirds,0.0
jirga,1.88
jirre,0.0
jisms,0.0
jitis,0.0
jitty,0.0
jived,0.0
jiver,0.0
jives,0.0
jivey,0.43
jnana,0.0
jobed,0.0
jobes,0.0
jocko,2.08
jocks,0.0
jocky,0.0
jocos,0.0
jodel,1.05
joeys,0.0
johns,4.04
joins,0.0
joint,5.07
joist,2.74
joked,3.09
joker,2.77
jokes,0.0
jokey,1.75
jokol,0.0
joled,0.0
joles,0.0
jolie,2.46
jollo,0.0
jolls,0.0
jolly,3.57
jolts,0.0
jolty,0.73
jomon,2.0
jomos,0.0
jones,4.75
jongs,0.0
jonty,1.6
jooks,0.0
joram,2.24
jorts,0.0
jorum,1.42
jotas,0.0
jotty,0.0
jotun,1.49
joual,0.0
jougs,0.74
jouks,0.0
joule,2.93
jours,0.0
joust,2.27
jowar,2.47
jowed,0.0
jowls,0.0
jowly,1.52
joyed,2.1
jubas,0.0
jubes,0.0
jucos,0.0
judas,3.44
judge,5.12
judgy,0.0
judos,0.0
jugal,2.18
jugum,1.61
juice,4.23
juicy,3.2
jujus,0.0
juked,0.0
jukes,0.0
jukus,0.0
julep,2.02
julia,3.98
jumar,0.0
jumbo,3.05
jumby,0.0
jumps,0.0
jumpy,2.49
junco,2.23
junks,0.0
junky,1.78
junta,3.25
junto,2.36
jupes,0.0
jupon,1.35
jural,2.16
jurat,2.25
jurel,0.64
jures,0.0
juris,0.0
juror,3.59
juste,0.0
justs,0.0
jutes,2.04
jutty,1.02
juves,0.0
juvie,0.0
kaama,0.59
kabab,1.11
kabar,0.0
kabob,1.35
kacha,0.0
kacks,0.0
kadai,1.47
kades,0.0
kadis,0.0
kafir,2.64
kagos,0.0
kagus,0.0
kahal,1.71
kaiak,1.07
kaids,0.0
kaies,0.0
kaifs,0.0
kaika,0.0
kaiks,0.0
kails,1.46
kaims,0.0
kaing,0.0
kains,0.0
kajal,0.0
kakas,0.0
kakis,0.0
kalam,0.0
kalas,0.0
kales,0.0
kalif,1.42
kalis,0.0
kalpa,2.15
kalua,0.0
kamas,1.61
kames,2.42
kamik,0.83
kamis,1.23
kamme,0.8
kanae,0.0
kanal,0.0
kanas,0.0
kanat,1.08
kandy,2.62
kaneh,0.0
kanes,0.0
kanga,1.88
kangs,0.0
kanji,2.5
kants,0.0
kanzu,0.82
kaons,0.0
kapai,0.75
kapas,0.0
kapha,0.0
kaphs,0.0
kapok,2.37
kapow,0.0
kappa,3.53
kapur,2.5
kapus,0.0
kaput,1.79
karai,0.0
karas,0.0
karat,2.37
karee,1.06
karez,1.26
karks,0.0
karma,3.34
karns,0.0
karoo,2.47
karos,1.16
karri,1.98
karst,2.95
karsy,0.0
karts,0.0
karzy,0.0
kasha,2.13
kasme,0.0
katal,0.0
katas,0.0
katis,0.0
katti,1.62
kaugh,0.0
kauri,2.4
kauru,0.0
kaury,0.0
kaval,0.0
kavas,0.0
kawas,0.0
kawau,0.0
kawed,0.0
kayak,2.74
kayle,0.0
kayos,0.0
kazis,0.0
kazoo,1.65
kbars,0.0
kcals,0.0
keaki,0.0
kebab,2.07
kebar,1.07
kebob,0.61
kecks,0.89
kedge,1.85
kedgy,0.0
keech,2.12
keefs,0.0
keeks,0.0
keels,2.76
keema,0.0
keeno,0.81
keens,0.0
keeps,0.0
keets,0.0
keeve,1.12
kefir,2.01
kehua,0.0
keirs,0.0
kelep,0.69
kelim,1.42
kells,0.0
kelly,4.2
kelps,0.0
kelpy,0.78
kelts,0.0
kelty,0.0
kembo,0.0
kembs,0.0
kemps,1.65
kempt,1.98
kempy,1.0
kenaf,2.26
kench,1.28
kendo,1.76
kenos,0.0
kente,1.72
kents,0.0
kepis,0.0
kerbs,0.0
kerel,0.0
kerfs,0.0
kerky,0.0
kerma,0.0
kerne,1.79
kerns,0.0
keros,0.0
kerry,0.0
kerve,0.42
kesar,1.56
kests,0.0
ketas,0.0
ketch,2.63
ketes,0.0
ketol,1.44
kevel,1.12
kevil,1.11
kexes,0.0
keyed,3.26
keyer,0.0
khadi,2.69
khads,0.0
khafs,0.0
khaki,3.07
khana,0.0
khans,0.0
khaph,0.0
khats,0.0
khaya,1.61
khazi,0.0
kheda,1.77
kheer,0.0
kheth,0.0
khets,0.0
khirs,0.0
khoja,1.93
khors,0.0
khoum,0.0
khuds,0.0
khula,0.0
khyal,1.06
kiaat,0.4
kiack,0.0
kiaki,0.0
kiang,2.65
kiasu,0.0
kibbe,0.0
kibbi,0.0
kibei,0.0
kibes,0.0
kibla,0.0
kicks,0.0
kicky,1.19
kiddo,0.0
kiddy,1.86
kidel,0.0
kideo,0.36
kidge,1.08
kiefs,0.0
kiers,0.0
kieve,1.13
kievs,0.0
kight,1.83
kikay,0.0
kikes,0.0
kikoi,0.4
kiley,2.45
kilig,0.0
kilim,1.45
kills,0.0
kilns,0.0
kilos,3.22
kilps,0.0
kilts,0.0
kilty,0.0
kimbo,1.54
kimet,0.0
kinas,0.0
kinda,3.03
kinds,0.0
kindy,1.44
kines,0.0
kings,0.0
kingy,0.81
kinin,2.15
kinks,0.0
kinky,2.52
kinos,0.0
kiore,0.0
kiosk,2.74
kipah,0.0
kipas,0.0
kipes,0.0
kippa,0.0
kipps,0.0
kipsy,0.0
kirby,3.54
kirks,0.0
kirns,0.0
kirri,0.0
kisan,2.28
kissy,0.0
kists,0.0
kitab,2.48
kited,0.0
kiter,0.0
kites,0.0
kithe,0.7
kiths,0.0
kitke,0.0
kitty,3.54
kitul,0.76
kivas,0.0
kiwis,0.0
klang,2.24
klaps,0.0
klett,0.0
klick,1.57
klieg,0.0
kliks,0.0
klong,1.79
kloof,2.14
kluge,0.0
klutz,1.83
knack,3.05
knags,0.0
knaps,0.0
knarl,0.0
knars,0.0
knaur,0.0
knave,3.05
knawe,0.69
knead,2.69
kneed,2.41
kneel,3.27
knees,0.0
knell,2.84
knelt,3.56
knick,2.24
knife,4.3
knish,1.13
knits,2.47
knive,0.9
knobs,0.0
knock,3.95
knoll,3.19
knoop,2.21
knops,0.0
knosp,0.59
knots,0.0
knoud,0.42
knout,1.9
knowd,0.0
knowe,2.67
known,5.51
knows,0.0
knubs,0.55
knule,0.0
knurl,1.42
knurr,0.83
knurs,0.0
knuts,0.0
koala,2.3
koans,0.0
koaps,0.0
koban,0.0
kobos,0.0
koels,0.0
koffs,0.0
kofta,1.13
kogal,0.0
kohas,0.0
kohen,0.0
kohls,0.0
koine,2.1
koiwi,0.0
kojis,0.0
kokam,0.58
kokas,0.0
koker,1.22
kokra,0.0
kokum,1.06
kolas,0.0
kolos,0.0
kombi,0.0
kombu,1.64
konbu,0.0
kondo,0.0
konks,0.0
kooks,0.0
kooky,1.74
koori,0.0
kopek,1.54
kophs,0.0
kopje,2.04
koppa,1.32
korai,0.0
koran,3.3
koras,0.0
korat,0.0
kores,0.0
koris,0.0
korma,1.35
koros,0.0
korun,0.0
korus,0.0
koses,0.0
kotch,0.0
kotos,0.0
kotow,1.14
koura,0.0
kraal,2.73
krabs,0.0
kraft,3.47
krais,0.0
krait,1.57
krang,0.9
krans,0.0
kranz,0.0
kraut,2.56
krays,0.0
kreef,0.0
kreen,0.0
kreep,1.73
kreng,0.55
krewe,0.0
krill,2.65
kriol,0.0
krona,2.14
krone,2.57
kroon,2.01
krubi,0.0
krump,0.0
krunk,0.0
ksars,0.0
kubie,0.0
kudos,2.37
kudus,0.0
kudzu,2.22
kufis,0.0
kugel,2.1
kuias,0.0
kukri,1.4
kukus,0.0
kulak,2.14
kulan,1.14
kulas,0.0
kulfi,0.0
kumis,0.88
kumys,0.82
kunas,0.0
kunds,0.0
kuris,0.0
kurre,0.84
kurta,1.83
kurus,1.9
kusso,0.0
kusti,0.0
kutai,0.0
kutas,0.0
kutch,2.5
kutis,0.0
kutus,0.0
kuyas,0.0
kuzus,0.0
kvass,1.41
kvell,0.31
kwaai,0.0
kwela,1.18
kwink,0.0
kwirl,0.0
kyack,0.59
kyaks,0.0
kyang,1.14
kyars,0.0
kyats,0.0
kybos,0.0
kydst,0.0
kyles,1.8
kylie,2.57
kylin,1.74
kylix,1.8
kyloe,0.0
kynde,1.99
kynds,0.0
kypes,0.0
kyrie,2.41
kytes,0.0
kythe,0.97
kyudo,0.0
laarf,0.0
laari,0.0
labda,0.0
label,4.35
labia,2.77
labis,0.0
labne,0.0
labor,5.3
labra,1.54
laccy,0.0
laced,3.33
lacer,1.6
laces,0.0
lacet,0.0
lacey,3.25
lacis,1.53
lacka,1.25
lacks,0.0
lacky,0.94
laddu,1.06
laddy,0.0
laded,1.75
ladee,0.0
laden,3.85
lader,0.0
lades,0.0
ladle,3.14
ladoo,0.0
laers,0.0
laevo,1.66
lagan,2.12
lagar,1.19
lager,2.84
laggy,0.0
lahal,0.0
lahar,1.82
laich,0.0
laics,0.0
laide,1.79
laids,0.0
laigh,1.48
laika,1.53
laiks,0.0
laird,3.51
lairs,0.0
lairy,1.25
laith,1.71
laity,3.41
laked,0.0
laker,2.23
lakes,4.46
lakhs,0.0
lakin,2.36
laksa,0.0
laldy,0.0
lalls,0.0
lamas,0.0
lambs,0.0
lamby,0.0
lamed,2.43
lamer,2.1
lames,2.54
lamia,2.4
lammy,1.37
lamps,0.0
lanai,2.36
lanas,0.0
lance,3.76
lanch,1.03
lande,2.74
lands,0.0
laned,0.0
lanes,0.0
lanks,0.0
lanky,2.72
lants,2.27
lapas,0.0
lapel,2.74
lapin,2.17
lapis,2.73
lapje,0.0
lappa,1.8
lappy,0.82
lapse,3.87
larch,3.13
lards,0.0
lardy,2.08
laree,1.33
lares,2.38
larfs,0.0
larga,2.01
large,5.7
largo,3.12
laris,0.0
larks,0.0
larky,1.21
larns,0.0
larnt,0.0
larum,1.49
larva,3.68
lased,1.28
laser,4.4
lases,0.0
lassi,1.68
lasso,2.73
lassu,0.57
lassy,0.0
lasts,0.0
latah,2.09
latch,3.5
lated,2.99
laten,1.7
later,5.47
latex,3.47
lathe,3.49
lathi,1.99
laths,2.73
lathy,1.35
latke,0.84
latte,2.46
latus,0.0
lauan,1.78
lauch,1.49
laude,0.0
lauds,0.0
laufs,0.0
laugh,4.33
laund,1.52
laura,4.04
laval,3.23
lavas,0.0
laved,1.98
laver,2.63
laves,0.0
lavra,0.0
lavvy,1.21
lawed,1.19
lawer,1.29
lawin,0.0
lawks,1.0
lawns,0.0
lawny,1.19
lawsy,0.86
laxed,0.0
laxer,1.84
laxes,0.0
laxly,1.83
layby,1.41
layed,0.0
layer,4.8
layin,2.06
layup,2.11
lazar,2.74
lazed,1.55
lazes,0.0
lazos,0.0
lazzi,0.0
lazzo,0.0
leach,3.59
leads,0.0
leady,1.35
leafs,0.0
leafy,3.39
leaks,0.0
leaky,3.09
leams,0.0
leans,0.0
leant,2.97
leany,0.65
leaps,0.0
leapt,3.34
leare,0.0
learn,4.92
lears,0.0
leary,3.01
lease,4.63
leash,3.07
least,5.48
leats,0.0
leave,5.2
leavy,2.32
leaze,1.07
leben,0.0
leccy,0.0
leche,2.34
ledes,0.0
ledge,3.63
ledgy,1.12
ledum,1.85
leear,0.0
leech,3.23
leeks,0.0
leeps,0.0
leers,0.0
leery,2.33
leese,2.23
leets,0.0
leeze,1.03
lefte,0.0
lefts,0.0
lefty,2.57
legal,5.2
leger,2.93
leges,2.69
legge,2.91
leggo,1.59
leggy,2.14
legit,2.32
legno,0.0
lehrs,0.0
lehua,1.57
leirs,0.0
leish,1.15
leman,2.55
lemed,0.0
lemel,0.96
lemes,0.0
lemma,3.63
lemme,2.33
lemon,3.96
lemur,2.34
lends,3.57
lenes,0.0
lengs,0.0
lenis,1.84
lenos,0.0
lense,2.05
lenti,0.0
lento,1.99
leone,3.61
lepak,0.0
leper,3.02
lepid,1.62
lepra,2.14
lepta,0.0
lered,1.23
leres,0.0
lerps,0.0
lesbo,1.03
leses,0.0
lesos,0.0
lests,0.9
letch,1.6
lethe,2.42
letty,2.72
letup,1.82
leuch,0.0
leuco,2.14
leuds,0.0
leugh,0.56
levas,0.0
levee,3.56
level,5.5
lever,4.14
leves,1.74
levin,3.6
levis,2.76
lewis,4.61
lexes,0.0
lexis,3.32
lezes,0.0
lezza,0.0
lezzo,0.0
lezzy,0.1
liana,2.41
liane,2.09
liang,3.26
liard,2.16
liars,0.0
liart,0.0
libel,3.75
liber,3.34
libor,0.0
libra,2.86
libre,2.87
libri,0.0
licet,0.0
lichi,1.21
licht,2.64
licit,2.44
licks,0.0
lidar,2.81
lidos,0.0
liefs,0.0
liege,3.24
liens,0.0
liers,0.0
lieus,0.0
lieve,2.61
lifer,1.98
lifes,0.0
lifey,0.33
lifts,0.0
ligan,1.22
liger,1.47
ligge,0.98
light,5.49
ligne,2.29
liked,4.4
liken,2.6
liker,1.94
likes,0.0
likin,2.11
lilac,3.21
lills,0.0
lilos,0.0
lilts,0.0
lilty,0.0
liman,2.17
limas,0.0
limax,1.84
limba,0.0
limbi,0.0
limbo,3.01
limbs,0.0
limby,0.0
limed,2.62
limen,2.03
limes,3.1
limey,1.93
limit,4.89
limma,0.89
limns,0.0
limos,0.0
limpa,0.81
limps,0.0
linac,2.59
linch,1.95
linds,0.0
lindy,2.67
lined,4.14
linen,4.0
liner,3.66
lines,5.26
liney,1.16
linga,2.41
lingo,2.7
lings,2.38
lingy,0.29
linin,1.69
links,4.39
linky,0.79
linns,0.0
linny,1.48
linos,0.0
lints,0.0
linty,1.0
linum,2.16
linux,3.26
lions,3.75
lipas,0.0
lipes,0.0
lipid,3.86
lipin,0.0
lipos,0.0
lippy,1.68
liras,0.0
lirks,0.0
lirot,0.0
lises,0.0
lisks,0.0
lisle,3.03
lisps,0.0
lists,0.0
litai,0.0
litas,1.51
lited,0.0
litem,0.0
liter,3.68
lites,2.21
lithe,2.86
litho,2.68
liths,0.0
litie,0.0
litre,3.41
lived,4.89
liven,2.35
liver,4.53
lives,4.97
livid,3.01
livor,1.33
livre,2.93
liwaa,0.0
liwas,0.0
llama,2.66
llano,2.64
loach,2.26
loads,4.28
loafs,1.43
loams,0.0
loamy,3.17
loans,0.0
loast,0.0
loath,3.03
loave,1.02
lobar,2.75
lobby,3.84
lobed,3.26
lobes,0.0
lobos,0.0
lobus,0.0
local,5.54
loche,1.54
lochs,0.0
lochy,1.5
locie,0.2
locis,0.0
locks,0.0
locky,1.3
locos,0.0
locum,2.58
locus,3.85
loden,1.84
lodes,0.0
lodge,4.34
loess,3.17
lofts,0.0
lofty,3.91
logan,3.92
loges,0.0
loggy,1.19
logia,1.99
logic,4.52
logie,0.0
login,3.0
logoi,0.0
logon,2.51
logos,3.41
lohan,1.81
loids,0.0
loins,3.18
loipe,0.0
loirs,0.0
lokes,0.0
lokey,0.0
lokum,0.0
lolas,0.0
loled,0.0
lollo,0.0
lolls,0.0
lolly,2.31
lolog,0.0
lolos,0.0
lomas,0.0
lomed,0.0
lomes,0.0
loner,2.62
longa,0.0
longe,2.79
longs,3.09
looby,1.82
looed,0.73
looey,0.0
loofa,0.78
loofs,0.0
looie,0.97
looks,0.0
looky,0.0
looms,0.0
loons,0.0
loony,2.26
loops,0.0
loopy,2.0
loord,0.47
loose,4.48
loots,0.0
loped,2.29
loper,2.2
lopes,0.0
loppy,0.91
loral,2.35
loran,2.75
lords,4.44
lordy,2.02
lorel,1.27
lores,0.0
loric,0.0
loris,2.27
lorry,3.18
losed,0.0
losel,1.34
losen,1.29
loser,3.27
loses,0.0
lossy,2.49
lotah,0.0
lotas,0.0
lotes,0.0
lotic,1.95
lotos,2.3
lotsa,1.56
lotta,2.51
lotte,2.59
lotto,2.49
lotus,3.6
loued,0.0
lough,3.08
louie,3.02
louis,4.84
louma,0.0
lound,0.0
louns,0.0
loupe,1.98
loups,1.74
loure,1.04
lours,0.0
loury,1.65
louse,3.02
lousy,3.04
louts,0.0
lovat,2.52
loved,4.62
lovee,0.86
lover,4.21
loves,4.13
lovey,2.16
lovie,0.0
lowan,1.52
lowed,2.86
lowen,0.0
lower,5.35
lowes,0.0
lowly,3.4
lownd,0.0
lowne,1.41
lowns,0.0
lowps,0.0
lowry,3.31
lowse,0.92
lowth,0.0
lowts,0.0
loxed,0.0
loxes,0.0
loyal,4.1
lozen,0.0
luach,0.0
luaus,0.0
lubed,0.0
lubes,0.0
lubra,1.25
luces,0.0
lucid,3.42
lucks,0.0
lucky,4.12
lucre,2.51
ludes,0.0
ludic,2.09
ludos,0.0
luffa,1.59
luffs,0.0
luged,0.0
luger,2.22
luges,0.0
lulls,0.0
lulus,0.0
lumas,0.0
lumbi,0.0
lumen,3.52
lumme,1.28
lummy,0.9
lumps,0.0
lumpy,2.86
lunar,3.82
lunas,0.0
lunch,4.33
lunes,0.0
lunet,0.86
lunge,2.78
lungi,1.7
lungs,0.0
lunks,0.0
lunts,0.0
lupin,2.57
lupus,3.38
lurch,2.88
lured,3.17
lurer,0.0
lures,0.0
lurex,1.25
lurgi,2.18
lurgy,1.27
lurid,3.04
lurks,0.0
lurry,1.22
lurve,0.0
luser,0.0
lushy,0.61
lusks,0.0
lusts,0.0
lusty,3.0
lusus,0.0
lutea,0.0
luted,2.03
luter,1.49
lutes,0.0
luvvy,0.18
luxed,0.0
luxer,0.0
luxes,0.0
lweis,0.0
lyams,0.0
lyard,0.66
lyart,0.83
lyase,0.0
lycea,0.7
lycee,2.22
lycra,2.03
lying,4.62
lymes,0.0
lymph,3.86
lynch,3.84
lynes,0.0
lyres,0.0
lyric,3.6
lysed,0.0
lyses,0.0
lysin,1.88
lysis,3.18
lysol,2.23
lyssa,1.94
lyted,0.0
lytes,0.0
lythe,1.62
lytic,2.76
lytta,1.29
maaed,0.0
maare,0.0
maars,0.0
maban,0.0
mabes,0.0
macas,0.0
macaw,2.23
macca,1.48
maced,0.0
macer,2.02
maces,0.0
mache,2.47
machi,0.0
macho,2.88
machs,0.0
macka,0.0
macks,0.0
macle,1.25
macon,3.48
macro,3.8
macte,0.0
madal,0.91
madam,3.92
madar,1.74
maddy,2.89
madge,3.0
madid,0.5
madly,3.14
mados,0.0
madre,2.98
maedi,1.41
maerl,0.0
mafia,3.18
mafic,2.99
mafts,0.0
magas,0.0
mages,0.0
maggs,0.0
magic,4.34
magma,3.39
magna,0.0
magot,1.21
magus,2.63
mahal,0.0
mahem,0.52
mahis,0.0
mahoe,1.4
mahrs,0.0
mahua,0.0
mahwa,0.75
maids,0.0
maiko,1.4
maiks,0.0
maile,1.95
maill,0.0
mailo,0.0
mails,0.0
maims,0.0
mains,3.74
maire,2.61
mairs,0.0
maise,1.34
maist,2.28
maize,3.96
majas,0.0
majat,0.0
majoe,0.0
major,5.38
majos,0.0
makaf,0.0
makai,1.72
makan,0.0
makar,0.0
makee,0.0
maker,4.22
makes,0.0
makie,0.0
makis,0.0
makos,0.0
malae,0.0
malai,0.0
malam,0.0
malar,2.64
malas,0.0
malax,0.4
maleo,1.04
males,4.48
malic,2.72
malik,3.25
malis,2.02
malky,0.0
malls,0.0
malms,0.0
malmy,0.12
malts,0.0
malty,1.66
malus,2.48
malva,2.03
malwa,0.0
mamak,0.0
mamas,0.0
mamba,2.1
mambo,2.31
mambu,0.0
mamee,0.0
mamey,1.45
mamie,2.88
mamil,0.0
mamma,3.54
mammy,2.83
manas,0.0
manat,1.66
mandi,0.0
mands,0.0
mandy,3.07
maneb,1.97
maned,2.02
maneh,1.38
manes,2.82
manet,2.87
manga,2.65
mange,2.73
mangi,1.57
mango,3.26
mangs,0.0
mangy,2.33
mania,3.42
manic,3.23
manie,2.36
manis,2.16
manks,1.42
manky,1.07
manly,3.66
manna,3.1
manny,2.97
manoa,0.0
manor,3.99
manos,0.0
manse,2.84
manso,2.07
manta,2.34
mante,1.61
manto,2.1
mants,0.0
manty,0.0
manul,1.12
manus,2.87
manzo,0.0
mapau,0.0
mapes,0.0
maple,3.88
mapou,0.0
mappy,0.67
maqam,0.0
maqui,1.15
marae,2.18
marah,2.14
maral,1.45
maran,0.0
maras,1.8
maray,0.77
march,5.36
marcs,1.91
mards,0.0
mardy,1.5
mares,3.27
marga,0.0
marge,2.92
margo,2.86
margs,0.0
maria,4.3
marid,1.37
maril,0.0
marka,0.0
marks,4.62
marle,2.05
marls,0.0
marly,2.69
marma,0.0
marms,0.0
